25	0.025618
50	0.154347
75	0.508833
100	1.170732
125	2.324493
150	4.042805
175	6.517802
200	10.511933
225	14.589641
250	20.562105
275	27.411337
300	36.752537
325	46.009519
350	59.219964
375	72.322174
400	136.558739
425	115.824354
450	154.023015
475	191.511103
500	260.648988
525	529.309613
550	871.278698
575	1679.560412
600	1457.050204
