25	0.018572
50	0.138976
75	0.490260
100	1.151839
125	2.295993
150	4.013985
175	6.428780
200	10.480871
225	14.466997
250	20.436899
275	27.366826
300	37.115029
325	45.980059
350	59.036477
375	72.175513
400	135.935587
425	115.703631
450	153.594237
475	191.538962
500	254.319476
525	519.585428
550	866.547416
575	1679.620934
600	1460.150594
