25	0.025617
50	0.087100
75	0.268986
100	0.598496
125	1.184182
150	2.043657
175	3.323906
200	5.289750
225	7.358065
250	10.319159
275	13.867541
300	18.571924
325	23.437701
350	29.959985
375	36.655511
400	69.360760
425	59.723034
450	79.347848
475	98.080524
500	135.035443
525	276.077932
550	469.992942
575	913.429861
600	836.125030
